company_id,company_name,normalized_name,editions,booths,unit_type,tags,industry_chain_position,country,province,city,district,region,organization_nature,service_scope,representative_projects,association_member,ufi_related,icca_related,international_memberships,website,address,phone,email,fax,data_source_summary,trust_level,updated_at,contact_policy,verification_status,confidence,location_method,source_ids,source_types,notes
C0971,杭州大承会展服务有限公司,杭州大承会展服务有限公司,中国展览馆协会会员名录,,企业,会展策划与活动公司,中游,中国,浙江省,杭州市,,华东,民企/市场化机构,会务服务、项目执行、供需对接,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1145,caec_member,入会/收录时间：2012-01-01
C0972,江苏新国际会展集团有限公司,江苏新国际会展集团有限公司,中国展览馆协会会员名录,,企业,展会主办/承办机构,上游,中国,江苏省,南京市,,华东,民企/市场化机构,组展、招商、项目运营、品牌展会、国际展、出海服务、跨境资源,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1146,caec_member,入会/收录时间：2012-01-01
C0973,南京雷思展览展示有限公司,南京雷思展览展示有限公司,中国展览馆协会会员名录,,企业,展览设计公司,中游,中国,江苏省,南京市,,华东,民企/市场化机构,展示设计、空间设计、绿色展装,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1147,caec_member,入会/收录时间：2012-01-01
C0974,南京特诺展览工程有限公司,南京特诺展览工程有限公司,中国展览馆协会会员名录,,企业,搭建工程公司,中游,中国,江苏省,南京市,,华东,民企/市场化机构,展台搭建、工程施工、现场制作,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1148,caec_member,入会/收录时间：2012-01-01
C0975,江苏东坤展览装饰有限公司,江苏东坤展览装饰有限公司,中国展览馆协会会员名录,,企业,待判定,待判定,中国,江苏省,南京市,,华东,民企/市场化机构,待外部核验,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1149,caec_member,入会/收录时间：2012-01-01
C0976,南京百音高科技有限公司,南京百音高科技有限公司,中国展览馆协会会员名录,,企业,注册票证与数字系统,中游,中国,江苏省,南京市,,华东,民企/市场化机构,注册票证、数据系统、数字平台、AI工具,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1150,caec_member,入会/收录时间：2012-01-01
C0977,江苏苏豪爱涛文化有限公司,江苏苏豪爱涛文化有限公司,中国展览馆协会会员名录,,企业,待判定,待判定,中国,江苏省,南京市,,华东,民企/市场化机构,待外部核验,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1151,caec_member,入会/收录时间：2012-01-01
C0978,南京宏语筑展览展示有限公司,南京宏语筑展览展示有限公司,中国展览馆协会会员名录,,企业,展览设计公司,中游,中国,江苏省,南京市,,华东,民企/市场化机构,展示设计、空间设计、绿色展装,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1152,caec_member,入会/收录时间：2012-01-01
C0979,南京广田柏森实业有限责任公司,南京广田柏森实业有限责任公司,中国展览馆协会会员名录,,企业,待判定,待判定,中国,江苏省,南京市,,华东,民企/市场化机构,待外部核验,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1153,caec_member,入会/收录时间：2012-01-01
C0980,南京三立文化艺术有限公司,南京三立文化艺术有限公司,中国展览馆协会会员名录,,企业,待判定,待判定,中国,江苏省,南京市,,华东,民企/市场化机构,待外部核验,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1154,caec_member,入会/收录时间：2012-01-01
C0981,南京大地文化传播有限公司,南京大地文化传播有限公司,中国展览馆协会会员名录,,企业,广告传媒与公关传播,中游,中国,江苏省,南京市,,华东,民企/市场化机构,传播、公关、品牌营销、媒体合作,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1155,caec_member,入会/收录时间：2012-01-01
C0982,智星海（江苏）数字科技有限公司,智星海江苏数字科技有限公司,中国展览馆协会会员名录,,企业,注册票证与数字系统,中游,中国,北京市,北京市,,华北,民企/市场化机构,注册票证、数据系统、数字平台、AI工具,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1156,caec_member,入会/收录时间：2012-01-01
C0983,常州广厦展览蓬房有限公司,常州广厦展览蓬房有限公司,中国展览馆协会会员名录,,企业,待判定,待判定,中国,江苏省,南京市,,华东,民企/市场化机构,待外部核验,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1157,caec_member,入会/收录时间：2012-01-01
C0984,泰州国泰会展管理有限公司,泰州国泰会展管理有限公司,中国展览馆协会会员名录,,企业,待判定,待判定,中国,江苏省,南京市,,华东,民企/市场化机构,待外部核验,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1158,caec_member,入会/收录时间：2012-01-01
C0985,江苏锐桥智能科技有限公司,江苏锐桥智能科技有限公司,中国展览馆协会会员名录,,企业,注册票证与数字系统,中游,中国,江苏省,南京市,,华东,民企/市场化机构,注册票证、数据系统、数字平台、AI工具,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1159,caec_member,入会/收录时间：2012-01-01
C0986,广州市三川田文化科技股份有限公司,广州市三川田文化科技股份有限公司,中国展览馆协会会员名录,,企业,注册票证与数字系统,中游,中国,广东省,广州市,,华南,民企/市场化机构,注册票证、数据系统、数字平台、AI工具,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1160,caec_member,入会/收录时间：2012-01-01
C0987,深圳市火种数字科技有限公司,深圳市火种数字科技有限公司,中国展览馆协会会员名录,,企业,注册票证与数字系统,中游,中国,广东省,广州市,,华南,民企/市场化机构,注册票证、数据系统、数字平台、AI工具,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1161,caec_member,入会/收录时间：2012-01-01
C0988,广州市亚博展示工程有限公司,广州市亚博展示工程有限公司,中国展览馆协会会员名录,,企业,搭建工程公司,中游,中国,广东省,广州市,,华南,民企/市场化机构,展台搭建、工程施工、现场制作,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1162,caec_member,入会/收录时间：2012-01-01
C0989,广州泓展展览有限公司,广州泓展展览有限公司,中国展览馆协会会员名录,,企业,展会主办/承办机构,上游,中国,广东省,广州市,,华南,民企/市场化机构,组展、招商、项目运营、品牌展会,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1163,caec_member,入会/收录时间：2012-01-01
C0990,广州市美术有限公司,广州市美术有限公司,中国展览馆协会会员名录,,企业,待判定,待判定,中国,广东省,广州市,,华南,民企/市场化机构,待外部核验,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1164,caec_member,入会/收录时间：2012-01-01
C0991,深圳天狮国际展览展示有限公司,深圳天狮国际展览展示有限公司,中国展览馆协会会员名录,,企业,展览设计公司,中游,中国,广东省,广州市,,华南,民企/市场化机构,展示设计、空间设计、绿色展装、国际展、出海服务、跨境资源,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1165,caec_member,入会/收录时间：2012-01-01
C0992,深圳市永鑫建筑工程集团有限公司,深圳市永鑫建筑工程集团有限公司,中国展览馆协会会员名录,,企业,搭建工程公司,中游,中国,广东省,深圳市,,华南,民企/市场化机构,展台搭建、工程施工、现场制作,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1166,caec_member,入会/收录时间：2012-01-01
C0993,深圳澳腾益展览展示策划有限公司,深圳澳腾益展览展示策划有限公司,中国展览馆协会会员名录,,企业,会展策划与活动公司、展览设计公司,中游,中国,广东省,深圳市,,华南,民企/市场化机构,展示设计、空间设计、绿色展装、活动策划、会务执行、会奖服务,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1167,caec_member,入会/收录时间：2012-01-01
C0994,深圳市东方飞龙文化传播有限公司,深圳市东方飞龙文化传播有限公司,中国展览馆协会会员名录,,企业,广告传媒与公关传播,中游,中国,广东省,深圳市,,华南,民企/市场化机构,传播、公关、品牌营销、媒体合作,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1168,caec_member,入会/收录时间：2012-01-01
C0995,珠海华发国际会展管理有限公司（原名：珠海国际会展中心（珠海十字门国际会展中心管理有限公司））,珠海华发国际会展管理有限公司原名：珠海国际会展中心珠海十字门国际会展中心管理有限公司,中国展览馆协会会员名录,,展馆与会议中心,主场服务商、展会主办/承办机构、展馆与会议中心,上游,中国,广东省,珠海市,,华南,民企/市场化机构,场馆运营、会议展览承载、主场运营、现场综合服务、组展、招商、项目运营、品牌展会、国际展、出海服务、跨境资源,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1169,caec_member,入会/收录时间：2012-01-01
C0996,丝路视觉科技股份有限公司,丝路视觉科技股份有限公司,中国展览馆协会会员名录,,企业,注册票证与数字系统,中游,中国,,,,待核验,民企/市场化机构,注册票证、数据系统、数字平台、AI工具,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,C,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,低,missing,S1170,caec_member,缺少可判定省市的地址或名称信息；入会/收录时间：2012-01-01
C0997,深圳多维新城数字展示科技有限公司,深圳多维新城数字展示科技有限公司,中国展览馆协会会员名录,,企业,注册票证与数字系统,中游,中国,广东省,深圳市,,华南,民企/市场化机构,注册票证、数据系统、数字平台、AI工具,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1171,caec_member,入会/收录时间：2012-01-01
C0998,深圳洲际建筑装饰集团有限公司,深圳洲际建筑装饰集团有限公司,中国展览馆协会会员名录,,企业,待判定,待判定,中国,广东省,深圳市,,华南,民企/市场化机构,待外部核验,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1172,caec_member,入会/收录时间：2012-01-01
C0999,深圳市金凤凰装饰工程有限公司,深圳市金凤凰装饰工程有限公司,中国展览馆协会会员名录,,企业,搭建工程公司,中游,中国,广东省,深圳市,,华南,民企/市场化机构,展台搭建、工程施工、现场制作,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1173,caec_member,入会/收录时间：2012-01-01
C1000,深圳长城装饰集团有限公司（原名：深圳市长城装饰设计工程有限公司）,深圳长城装饰集团有限公司原名：深圳市长城装饰设计工程有限公司,中国展览馆协会会员名录,,企业,展览设计公司、搭建工程公司,中游,中国,广东省,深圳市,,华南,民企/市场化机构,展台搭建、工程施工、现场制作、展示设计、空间设计、绿色展装,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,中,name,S1174,caec_member,入会/收录时间：2012-01-01
C10000,广东省天花吊顶协会,广东省天花吊顶协会,中国博览会和展览会2026,,行业协会与商协会,展会主办/承办机构、行业协会与商协会,支持机构,中国,浙江省,嘉兴市,,华东,协会,行业组织、会员服务、标准研究、组展、招商、项目运营、品牌展会,顶墙门柜博览展览会暨酒店别墅空间展览会,待核验,关联UFI认证展会（顶墙门柜博览展览会暨酒店别墅空间展览会）,待核验,UFI：关联UFI认证展会（顶墙门柜博览展览会暨酒店别墅空间展览会）,,,0573-83257519,,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16699,china_expo_2026_organizer,服务口径：组展、招商、项目运营、品牌展会；顶墙门柜博览展览会暨酒店别墅空间展览会；承办；电话：0573-83257519；邮箱：；官网：www.jcdd-expo.com UFI 认证展会金华市 2026 第四届中国丘陵山区农业机械博览会暨中国 (永康) 农林装备博览会
C10001,四川省建材家具装饰商会顶墙集成分会,四川省建材家具装饰商会顶墙集成分会,中国博览会和展览会2026,,行业协会与商协会,展会主办/承办机构、行业协会与商协会,支持机构,中国,浙江省,嘉兴市,,华东,协会,行业组织、会员服务、标准研究、组展、招商、项目运营、品牌展会,顶墙门柜博览展览会暨酒店别墅空间展览会,待核验,关联UFI认证展会（顶墙门柜博览展览会暨酒店别墅空间展览会）,待核验,UFI：关联UFI认证展会（顶墙门柜博览展览会暨酒店别墅空间展览会）,,,0573-83257519,,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16700,china_expo_2026_organizer,服务口径：组展、招商、项目运营、品牌展会；顶墙门柜博览展览会暨酒店别墅空间展览会；承办；电话：0573-83257519；邮箱：；官网：www.jcdd-expo.com UFI 认证展会金华市 2026 第四届中国丘陵山区农业机械博览会暨中国 (永康) 农林装备博览会
C10002,浙江中铸汇集会展有限公司,浙江中铸汇集会展有限公司,中国博览会和展览会2026,,企业,展会主办/承办机构、待判定,上游,中国,浙江省,嘉兴市,,华东,民企/市场化机构,待外部核验、组展、招商、项目运营、品牌展会,顶墙门柜博览展览会暨酒店别墅空间展览会,待核验,关联UFI认证展会（顶墙门柜博览展览会暨酒店别墅空间展览会）,待核验,UFI：关联UFI认证展会（顶墙门柜博览展览会暨酒店别墅空间展览会）,,,0573-83257519,,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16701,china_expo_2026_organizer,服务口径：组展、招商、项目运营、品牌展会；顶墙门柜博览展览会暨酒店别墅空间展览会；承办；电话：0573-83257519；邮箱：；官网：www.jcdd-expo.com UFI 认证展会金华市 2026 第四届中国丘陵山区农业机械博览会暨中国 (永康) 农林装备博览会
C10003,嘉兴集盛网络科技有限公司,嘉兴集盛网络科技有限公司,中国博览会和展览会2026,,企业,会展教育、培训、研究、媒体机构、展会主办/承办机构、注册票证与数字系统,支持机构,中国,浙江省,嘉兴市,,华东,民企/市场化机构,注册票证、数据系统、数字平台、AI工具、媒体传播、内容平台、行业社群、组展、招商、项目运营、品牌展会,顶墙门柜博览展览会暨酒店别墅空间展览会,待核验,关联UFI认证展会（顶墙门柜博览展览会暨酒店别墅空间展览会）,待核验,UFI：关联UFI认证展会（顶墙门柜博览展览会暨酒店别墅空间展览会）,,,0573-83257519,,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16702,china_expo_2026_organizer,服务口径：组展、招商、项目运营、品牌展会；顶墙门柜博览展览会暨酒店别墅空间展览会；承办；电话：0573-83257519；邮箱：；官网：www.jcdd-expo.com UFI 认证展会金华市 2026 第四届中国丘陵山区农业机械博览会暨中国 (永康) 农林装备博览会
C10004,创杰展览,创杰展览,中国博览会和展览会2026,,企业,展会主办/承办机构、待判定,上游,中国,浙江省,金华市,,华东,民企/市场化机构,待外部核验、组展、招商、项目运营、品牌展会,及材料展览会,待核验,待核验,待核验,待核验,,,15068100336、18257913751,,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16716,china_expo_2026_organizer,及材料展览会；承办；电话：15068100336、18257913751；邮箱：；官网：；服务口径：组展、招商、项目运营、品牌展会
C10005,浙江绿的展览服务有限公司,浙江绿的展览服务有限公司,中国博览会和展览会2026,,企业,展会主办/承办机构、待判定,上游,中国,浙江省,金华市,,华东,民企/市场化机构,待外部核验、组展、招商、项目运营、品牌展会,第三届义乌国际玩具与潮玩展览会,待核验,待核验,待核验,待核验,,,021-64396190,2224611363@qq.com,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16728,china_expo_2026_organizer,服务口径：组展、招商、项目运营、品牌展会；第三届义乌国际玩具与潮玩展览会；承办；电话：021-64396190；邮箱：2224611363@qq.com；官网：www.yiwutoyexpo.com 2026 年义乌礼品、时尚用品及家庭用品展览会
C10006,义乌市工艺礼品行业协会,义乌市工艺礼品行业协会,中国博览会和展览会2026,,行业协会与商协会,展会主办/承办机构、行业协会与商协会、酒店餐饮商旅服务,支持机构,中国,浙江省,金华市,,华东,协会,行业组织、会员服务、标准研究、餐饮、饮品、礼品及配套服务、组展、招商、项目运营、品牌展会,中展博2026项目1362,待核验,待核验,待核验,待核验,,,0755-33331166、0579-85415999、0579- 85790299,,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》主办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16732,china_expo_2026_organizer,中展博2026项目1362；主办；电话：0755-33331166、0579-85415999、0579- 85790299；邮箱：；官网：https://yiwu.rxhuabo.com.cn/index.html 2026 义乌国际宠物用品展览会；服务口径：组展、招商、项目运营、品牌展会
C10007,浙江宠物用品行业协会,浙江宠物用品行业协会,中国博览会和展览会2026,,行业协会与商协会,展会主办/承办机构、行业协会与商协会,支持机构,中国,浙江省,金华市,,华东,协会,行业组织、会员服务、标准研究、组展、招商、项目运营、品牌展会,义乌国际宠物用品展览会,待核验,待核验,待核验,待核验,,,,314060878@qq.com 2026 第 2 届钛杯博览会,,中国博览会和展览会,C,2026-05-25,,仅名录收录，待外部核验；《中国博览会和展览会2026》主办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16735,china_expo_2026_organizer,义乌国际宠物用品展览会；主办；电话：；邮箱：314060878@qq.com 2026 第 2 届钛杯博览会；官网：；服务口径：组展、招商、项目运营、品牌展会
C10008,义乌小商品城展览有限公司,义乌小商品城展览有限公司,中国博览会和展览会2026,,企业,展会主办/承办机构,上游,中国,浙江省,金华市,,华东,民企/市场化机构,组展、招商、项目运营、品牌展会,义乌国际宠物用品展览会,待核验,待核验,待核验,待核验,,,,314060878@qq.com 2026 第 2 届钛杯博览会,,中国博览会和展览会,C,2026-05-25,,仅名录收录，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16737,china_expo_2026_organizer,义乌国际宠物用品展览会；承办；电话：；邮箱：314060878@qq.com 2026 第 2 届钛杯博览会；官网：；服务口径：组展、招商、项目运营、品牌展会
C10009,义乌市人民政府,义乌市人民政府,中国博览会和展览会2026,,企业,展会主办/承办机构、待判定,上游,中国,浙江省,金华市,,华东,民企/市场化机构,待外部核验、组展、招商、项目运营、品牌展会,第 16 届义乌电商博览会·跨境出口,待核验,待核验,待核验,待核验,,,0579-85891888,web@ecfair.cn,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》主办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16740,china_expo_2026_organizer,服务口径：组展、招商、项目运营、品牌展会；第 16 届义乌电商博览会·跨境出口；主办；电话：0579-85891888；邮箱：web@ecfair.cn；官网：www.ecfair.cn 2026 义乌厨房、卫浴设施展览会
C1001,合肥国源展览展示有限公司,合肥国源展览展示有限公司,中国展览馆协会会员名录,,企业,展览设计公司,中游,中国,安徽省,合肥市,,华东,民企/市场化机构,展示设计、空间设计、绿色展装,待补充,中国展览馆协会会员,待核验,待核验,待核验,,,,,,中国展览馆协会官网,A,2026-05-25,,仅名录收录，待外部核验；中国展览馆协会官网会员名录公开收录，地址/工商待补充,高,source_official_city,S1175,caec_member,入会/收录时间：2012-01-01
C10010,义乌励展会展有限公司,义乌励展会展有限公司,中国博览会和展览会2026,,企业,展会主办/承办机构,上游,中国,浙江省,金华市,,华东,民企/市场化机构,组展、招商、项目运营、品牌展会,第 11 届中国义乌国际汽摩配用品展,待核验,待核验,待核验,待核验,,,0579-85236222,269814610@qq.com,0579-85201858,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》主办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16747、S16748,china_expo_2026_organizer,服务口径：组展、招商、项目运营、品牌展会；第 11 届中国义乌国际汽摩配用品展；主办；电话：0579-85236222；邮箱：269814610@qq.com；官网：http://www.lizfair.com/ 2026 义乌国际照明展览会；第 11 届中国义乌国际汽摩配用品展；承办；电话：0579-85236222；邮箱：269814610@qq.com；官网：http://www.lizfair.com/ 2026 义乌国际照明展览会
C10011,中国国际贸易促进委员会纺织行业分会中国针织工业协会,中国国际贸易促进委员会纺织行业分会中国针织工业协会,中国博览会和展览会2026,,政府与公共机构,展会主办/承办机构、政府与公共机构、行业协会与商协会,支持机构,中国,浙江省,金华市,,华东,政府部门/公共机构,政策支持、公共服务、招商推介、行业组织、会员服务、标准研究、国际展、出海服务、跨境资源、组展、招商、项目运营、品牌展会,中展博2026项目1369,待核验,待核验,待核验,待核验,,,010-85229254/85229098/85229012/ 85229462/85229701/85229482,phvalue@ccpittex.com,010-85229296,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16752,china_expo_2026_organizer,中展博2026项目1369；承办；电话：010-85229254/85229098/85229012/ 85229462/85229701/85229482；邮箱：phvalue@ccpittex.com；官网：https://www.phvalue.org/ 第 32 届中国义乌国际小商品博览会 - 出口商品展；服务口径：组展、招商、项目运营、品牌展会
C10012,浙江省化工协会,浙江省化工协会,中国博览会和展览会2026,,行业协会与商协会,展会主办/承办机构、行业协会与商协会,支持机构,中国,浙江省,宁波市,,华东,协会,行业组织、会员服务、标准研究、组展、招商、项目运营、品牌展会,第三届宁波国际化工技术装备展览会,待核验,待核验,待核验,待核验,,,,,,中国博览会和展览会,C,2026-05-25,,仅名录收录，待外部核验；《中国博览会和展览会2026》主办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16769,china_expo_2026_organizer,服务口径：组展、招商、项目运营、品牌展会；第三届宁波国际化工技术装备展览会；主办；电话：；邮箱：；官网：
C10013,宁波金诺国际会展有限公司,宁波金诺国际会展有限公司,中国博览会和展览会2026,,企业,展会主办/承办机构,上游,中国,浙江省,宁波市,,华东,民企/市场化机构,组展、招商、项目运营、品牌展会、国际展、出海服务、跨境资源,动化、动力传动技术展览会,待核验,待核验,待核验,待核验,,,400-6767-260,,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16785,china_expo_2026_organizer,动化、动力传动技术展览会；承办；电话：400-6767-260；邮箱：；官网：http://ningbo.jnmte.com；服务口径：组展、招商、项目运营、品牌展会
C10014,凤麟展览 (宁波)有限公司,凤麟展览宁波有限公司,中国博览会和展览会2026,,企业,展会主办/承办机构、待判定,上游,中国,浙江省,宁波市,,华东,民企/市场化机构,待外部核验、组展、招商、项目运营、品牌展会,中国 (宁波) 出口跨境电商博览会,待核验,待核验,待核验,待核验,,,13221935693,,,中国博览会和展览会,C,2026-05-25,展会手册公开电话；网站展示前建议二次核验或脱敏,手册公开信息，待外部核验；《中国博览会和展览会2026》承办机构收录，联系方式为展会项目公开联系方式，待主体核验,低,source_directory_city,S16791,china_expo_2026_organizer,中国 (宁波) 出口跨境电商博览会；承办；电话：13221935693；邮箱：；官网：http://www.china-ecee.com/ UFI 认证展会 2026 第 24 届宁波国际纺织服装供应链博览会；服务口径：组展、招商、项目运营、品牌展会
